Business Id,Reviewer Name,Rating,Text,Time Created
74zaTegd7fnS6llTesn_Dg,Katie M.,5,"Yall! This place is delicious and the gnocchi is definitely the BEST I've ever had. It's so tender! 

Victor, our server, was super gregarious and brought a...",2020-07-16
r2nIYBSyXny1-7XvsL2PVg,Heidi C.,5,"If you want true American italian food then this place is a must. They were efficient and quick with delivery.  The food was very tasty.  
Simple and...",2021-02-13
r2nIYBSyXny1-7XvsL2PVg,Karen S.,5,"My coworker and I (who work for a NYC hospital) ordered delivery on a busy, snowy day and the food came not only on time, it was still hot when it arrived!...",2021-02-09
r2nIYBSyXny1-7XvsL2PVg,Bailey J.,5,"We ordered delivery from here after hearing some good things from our friends. The order came quick, was still perfectly hot and well packaged! 
The meal...",2020-09-11
twHJyFgUSd7wzioKQjE7Jw,Ro R.,5,"Don't get me wrong, I love this place for their mad calamari. I am always craving it and I decided to come here after eating at Thai Diner to just to get...",2020-11-03
twHJyFgUSd7wzioKQjE7Jw,Anne R.,5,"When you're craving a hearty Red Sauce Italian place, Galli is a great choice.  Thick, full of tomato bits, savory, and a touch of sweetness in their red...",2020-07-21
twHJyFgUSd7wzioKQjE7Jw,Emily M.,4,"I've visited Galli twice, once pre-COVID and once post. My experience pre-COVID was much better. The restaurant is very nice inside, albeit a bit dark. The...",2021-01-16
RXCCofQw1EjTcSN0ZeXfRA,Timothy D.,5,Top notch risotto. We were seated outdoors during pandemic and the one server covering all tables on a Thursday night really did a great job making sure...,2020-09-19
RXCCofQw1EjTcSN0ZeXfRA,Natalie K.,5,"The risottos here are endless! I can't believe I hadn't heard of this place awhile ago, but I had no clue such an amazing spot existed. A friend mentioned...",2020-12-16
RXCCofQw1EjTcSN0ZeXfRA,Maria B.,5,"I was thrilled when my friend told me about this magical place! You don't find many Italian restaurants in the city that specialize in just risotto, and wow...",2020-10-30
_N92SH1Zi-Hbxn_bNHFz0Q,Keith K.,5,This restaurant should get 10 stars. It is very rare to go to a restaurant for years and years only to find the food every bit as wonderful as it was the...,2021-01-09
_N92SH1Zi-Hbxn_bNHFz0Q,Natasha P.,5,This place is such a delight. I literal OLD Gem of BROOKLYN. This place should be a historical landmark. I've heard about this restaurant since I was...,2020-04-27
_N92SH1Zi-Hbxn_bNHFz0Q,Steph C.,4,"**CASH ONLY Restaurant ***
The restaurant is small but the decor is lovely. The front is open so fresh air comes through and theres lights hanging from...",2019-09-09
ZTsN8TdMXl8SW_AKd_ablw,Tiffany L.,5,"SQUID INK TAGLIOLINI WITH SHRIMP IN BRANDY SAUCE. YES. The pasta is cooked al dente, sauce is just right, not too creamy and not too watery. Shrimp is...",2020-08-15
ZTsN8TdMXl8SW_AKd_ablw,Vivi A.,5,"Great food, happy hour and service!! All around great spot of you're in a he downtown area! Can't wait to go back!",2021-01-13
ZTsN8TdMXl8SW_AKd_ablw,Sarah Z.,4,"Office ordered lunch from this Italian restaurant. During COVID-19 times, they delivered every staff's meal in individual bags stapled to avoid mishandling...",2021-01-06
s5nPO911cYB2chdwqSqT9g,Lottie F.,5,"La Nonna is my fav go-to Italian in the neighbourhood.  Since Covid and the outdoor opening, they have done a really amazing job creating an outdoor dining...",2020-08-20
s5nPO911cYB2chdwqSqT9g,Paola S.,5,"Came here for a date night dinner and it was amazing. I absolutely loved the food. It was well cooked, warm, fresh, truly the best. We ordered a bottle of...",2020-08-02
s5nPO911cYB2chdwqSqT9g,Devin R.,3,"Rating Rubric 
2/2 Service
2/2 Drinks 
1/2 Appetizer 
0/2 Entree (Lasagna & Chicken Parmigiana) 
0.5/2 Dessert",2020-11-06
-Gc5sTFxoXM3Tiv_dkSJZg,Nicholas C.,4,I had the chance to dine here during COVID time with a friend. We visited during the winter and since the city wasn't allowing indoor dining we were seated...,2021-01-11
-Gc5sTFxoXM3Tiv_dkSJZg,Melissa S.,5,"Lovveeee this place. Getting a reservation here is pretty hard. I believe my friend made ours about 3 weeks out so I'd suggest planning ahead.

This...",2020-10-02
-Gc5sTFxoXM3Tiv_dkSJZg,Johanna C.,5,"I ordered the Fried Calamari, and Beef Bolognese pasta during my visit. It was for my Birthday and I was happy with the service. Luckily for me the wether...",2021-02-01
a0IET3_yCFcO36OqGSsisg,Bill S.,5,"Buongiorno!

I had to re-write my review (Before COVID-19) because of a spelling error and I couldn't edit the review. 

Eataly is a mecca for the best...",2021-01-31
a0IET3_yCFcO36OqGSsisg,Ran W.,4,"Love the neopolitan pizza from eataly! Especially the margharita pizzas, they are amazing. Heads up for delivery it can get cold quickly but nothing a quick...",2021-02-14
a0IET3_yCFcO36OqGSsisg,Cam E.,5,"Eataly gives us a lovely and luxurious taste of Italy right here in Manhattan!

During this pandemic since we are limited in our travels I decided to take a...",2020-11-20
lwfCl81r5a0mjxDNxNGC9w,Vickie W.,5,"COVID-19 outdoor dining review: came to Il Buco for a late lunch today and had a really great experience. Bond St gets almost no car traffic, so it's nice...",2020-12-30
lwfCl81r5a0mjxDNxNGC9w,David M.,5,"As awful as lockdown has been in NYC, the move to outdoor dining is an unintended gift. The street was blocked off recently when my daughter and I visited...",2020-10-08
lwfCl81r5a0mjxDNxNGC9w,Belle L.,5,Was able to get a reservation for 2 during COVID. My friend recommended us to try out this place because he loves Italian (I unfortunately am not a huge fan...,2021-01-22
f8ipr8Wdy1_wHhw7JgNqPQ,Yitong W.,5,"Ambiance: 5/5 
Food: 5/5
Service: 5/5
Covid-19 score: 6/5, bonus point for being dog friendly!

I'm not sure why it took me so long to visit Da Claudio, but...",2020-08-19
f8ipr8Wdy1_wHhw7JgNqPQ,Stephanie S G.,5,I'm so glad this place is still open during Covid-19 and I happened to come across it. The staff is amazing and welcoming! Hands down the best lasagna in...,2021-01-23
f8ipr8Wdy1_wHhw7JgNqPQ,Kellie O.,5,Da Claudio's is excellent every time eat-in or takeout. It has become and absolute favorite of my partner's and mine during quarantine. Owner is attentive...,2020-08-02
8qSOz7oTPUUCafsMOBBNEQ,Erin O.,5,"This place is awesome. Really amazing panini sandwiches, served cold. There are about 35-40 different sandwiches on the menu. All are enormous and enough...",2020-11-12
8qSOz7oTPUUCafsMOBBNEQ,Akriti B.,5,We had heard so much about this place so we wanted to give it a try whenever we were in the city next. We ordered 2 sandwiches for pickup through Grubhub...,2020-10-03
8qSOz7oTPUUCafsMOBBNEQ,Tim C.,5,Amazing! I miss going here for lunch before the pandemic. The New York sandwhich is amazing and the lemon pepper dressing too.,2021-02-07
hpRrYBbKUqv8ewFKDjbjoA,Bryn D.,5,I am new to the neighborhood and this is a go-to safe spot. The food and service is amazing! Outdoor heating seating in the back yard is nice and spacious....,2020-11-22
hpRrYBbKUqv8ewFKDjbjoA,Willie M.,5,"Excellent outside service! Such friendly and attentive staff in an outdoor setting that made us feel very safe during covid.

Tasty pastas and north Italian...",2021-02-12
hpRrYBbKUqv8ewFKDjbjoA,Darcie S.,5,"The best meal I've had since before quarantine. 

I'm a picky Italian American who can cook and this places flavors blew my mind. There was a table full of...",2020-08-24
tJxAlyeT5PRbUIyJ2wsv-A,Sal M.,5,"What a really cool authentic Italian restaurant.
Waiters in tuxedos , res carpet , red ceiling, tables are spaced perfectly and large plexi dividers.

Open...",2020-12-03
tJxAlyeT5PRbUIyJ2wsv-A,Charles F.,2,"As claimed by others as one of New York's best authentic Italian restaurants, I truly agree with that statement. Well, just for the food. 

Why two stars?...",2020-03-02
tJxAlyeT5PRbUIyJ2wsv-A,Frank T.,4,Bamonte's is consistently good/very good Italian food from what I was told. We were a large party of 16 tonight. Every dish was good to very good. And the...,2019-08-08
zo4JHfD2nWPUiqgsgDOaHQ,Melanie M.,5,"Got Rao's for quarantine takeout for the Taste of Rao's for two for $80. 

Knowing I will probably never have the honor of dining at Rao's we signed up for...",2020-06-03
zo4JHfD2nWPUiqgsgDOaHQ,Sharm S.,5,The toughest table in town. Now is the time to try Raos because they are offering take-out ~ this may be your only chance. Definitely have to try the...,2020-09-24
zo4JHfD2nWPUiqgsgDOaHQ,Lauren A.,5,"Ordered takeout, and thrilled to share that it lived up to the hype!! Was still nice & warm when we got home to eat it 45 min after pickup. Ordered the...",2020-12-10
bdKc4CSJPv-XLgxVwrtPrg,Ross G.,5,I should start out by saying I was at Forlini's two times in one week!  I guess that says something!!  As a native New Yorker I'm embarrassed to say I had...,2020-09-02
bdKc4CSJPv-XLgxVwrtPrg,Deana B.,5,If you're looking for some old school Italian vibes with great food and strong drinks - this is your place! I came here with my parents and fiancé on a...,2020-02-29
bdKc4CSJPv-XLgxVwrtPrg,Adjanie T.,4,"Great Restaurant!

  My boss recommended this restaurant. I made a reservation but you don't need one. It was Friday at 8:00 pm and it was full but it was a...",2019-11-30
OAqsZMbjv66nOMqlimnYuQ,Erik B.,5,"During COVID, I really appreciate restaurants that have ample outdoor seating with staff who really treat the virus seriously. We came here with the friend...",2020-12-06
OAqsZMbjv66nOMqlimnYuQ,Toyin D.,5,"*written during COVID restrictions*

This is one ""heck Uva"" restaurant. It has to be one of the best pasta spots in NYC. I recommend this place any chance I...",2020-11-15
OAqsZMbjv66nOMqlimnYuQ,Christina S.,5,"This pasta was INSANELY delicious. Just had to get that out there. 

I came here the other day with a friend. We tried calling to make a reso but they only...",2020-11-08
V3USzFEGhuoXez4G2Rk11A,Mary T.,5,"One of the best restaurant's in hells kitchen. Love their pizzas as well as their linguini, fettuccini, salmon, etc,

We used to go weekly with our office...",2020-12-08
V3USzFEGhuoXez4G2Rk11A,Jim R.,5,"This has been one of my favorite places to go to Inn Midtown West for a great Italian food. Due to Covid I haven't been there in many months, but decided to...",2020-10-18
V3USzFEGhuoXez4G2Rk11A,Eric C.,5,"The best restaurant in Hell's kitchen - that's how much I love it. Given the current covid-19 crisis, I hope everyone at the neighborhood could come visit...",2020-10-01
KCBfW6sWl9Gx-LvMff08jg,Sona D.,4,"Great place for pasta!! We ordered delivery from here and the quality of the food was just as good as if we were eating at the restaurant.  

I got the...",2020-12-11
KCBfW6sWl9Gx-LvMff08jg,Rasheedah A.,5,The portions may be small but they are big in flavor! I know it's just one dish but I truly believe that osteria morini is a restaurant to be experienced...,2020-11-24
KCBfW6sWl9Gx-LvMff08jg,Victoria N.,5,"Best meal I've had all COVID. This place is a true 5 stars. Food was amazing, drinks were amazing and service was amazing. We really appreciated the heat...",2020-11-01
DI_FoHY84hfzTWwlzF76aw,Andrea B.,5,I have lived in this neighborhood for 2 years now and I have the say Bento One is the BEST restaurant for authentic Italian in little Italy. The pasta is to...,2021-01-25
DI_FoHY84hfzTWwlzF76aw,Mykel D.,5,"Definitely have to give Beneto One a 5 star rating. They just recently reopened for outdoor dining and I had a great experience! The food was amazing, as...",2021-01-23
DI_FoHY84hfzTWwlzF76aw,Jacklyn K.,4,Nice spot for date night in Little Italy! Penne vodka was delicious as was the chicken piccata. The side salad that came with our meal was insanely over...,2020-08-30
0Tvwk0hvgaY0QVIsZGTZKQ,John S.,5,"The food (salad, anti pasta, the complimentary breads, & our main dishes..) 5 stars, but nothing, like NOTHING beats the amazing fine-dining attention we...",2020-12-05
0Tvwk0hvgaY0QVIsZGTZKQ,Wendrich J. M.,3,"Went there for Valentine's Day. You are supposed to make reservations in advance, my husband did and waited for a table almost the same amount of time as...",2020-02-23
0Tvwk0hvgaY0QVIsZGTZKQ,Curtis P.,1,"Just went here for Valentine's Day with my spouse. A few things to note:

1. They have a ""C"" health grade from NYC Health Department. The sign isn't in the...",2020-02-15
zwOAiVT4pAmpNGXzj-t5MA,Christina A.,5,Wow. I've been waiting to come to this restaurant since I moved to NYC 2.5 years ago and boy it did not disappoint. We did the Amex/Resy yurt dining...,2021-01-20
zwOAiVT4pAmpNGXzj-t5MA,Sydney W.,4,"eating in the street is an experience by itself, but pair that with good food and great company definitely takes everything up a notch. Getting a...",2020-11-12
zwOAiVT4pAmpNGXzj-t5MA,Tony Y.,5,I've been to Lilia now well over a dozen times including several during the pandemic. There's a reason why they're still so popular. The food is...,2020-10-30
hzPBADaUBQEL30MGrvKsww,Ankita N.,5,5 stars to restaurants that deliver food on time even on down times (like New Years Eve) and listens to your special requests which are often lost in the...,2021-01-08
hzPBADaUBQEL30MGrvKsww,Carolyn K.,5,"Consistently delicious, one of the best Italian spots in midtown, if not the best. My hubby is legit Italian and he says this place is amazing so can't beat...",2021-01-02
hzPBADaUBQEL30MGrvKsww,Ilona P.,5,"Very Italian! 
In Manhattan, it's impossible not to find a good Italian restaurant. The first time when we found this place, we walked after the dinner...",2020-03-02
Ve6GVzzJpR5QIIPdcn6ViQ,Adam N.,5,Me and my wife came here during covid for our anniversary dinner. They had a nice outdoor area and good service. The wine selection was good and the...,2020-09-03
Ve6GVzzJpR5QIIPdcn6ViQ,Tansy W.,4,"COVID update: they have tables set up outside on the sidewalk and a partitioned part of the street. 

Pastas are still good though no specials of the day...",2020-08-02
Ve6GVzzJpR5QIIPdcn6ViQ,Joyce Z.,5,"Delicious Italian restaurant nestled at the edge of Hell's Kitchen. 
For apps, we had the meatball, fried zucchini and the caprese; the main course we...",2020-10-24
AUifp6IDKzmorCM6vY2fug,Aura M.,5,"Came here with my fam for a nice dinner. They had dividers in between each table, very Covid friendly. Outdoor seating as well with heater. Staff were very...",2020-12-13
AUifp6IDKzmorCM6vY2fug,Sean F.,5,"Takeout was great, basic Caesar salad, Rich pesto penne with mashed potatoes and sautéed broccoli. Very satisfying and flavorful. Great option for takeout",2021-01-16
AUifp6IDKzmorCM6vY2fug,Susan W.,5,One of our favorite Italian places in nyc closed temporarily due to covid so we decided to go to pepe giallos. The food was exactly what we were looking...,2021-01-18
4Kqzy6WJBZ4Tc0cg6k2XNQ,Laurie G.,5,I have been coming to Vinny's for 4-5 years and each experience is a satisfied one. I can't believe I haven't written my review but luckily for you all...,2020-10-14
4Kqzy6WJBZ4Tc0cg6k2XNQ,John H.,5,Let's make this as easy as possible. THE GREATEST FOOD YOU CAN GET ANYWHERE.  We've been trying to support local establishments during the corona shutdown...,2020-03-19
4Kqzy6WJBZ4Tc0cg6k2XNQ,Laura D.,5,"Vinny's is simply amazing!! We ordered as a quarantine date night, thinking ""we'll spend a little more on a nice, well-cooked Italian meal and some wine""...",2020-04-15
MphfKkYFEe0BDQ6hZ0A5fA,Kay W.,5,Great place to go for outdoor dining during covid. And the indoor aesthetics are on point for post Valentine's Day. The food was fabulous. Honey truffle...,2021-01-31
MphfKkYFEe0BDQ6hZ0A5fA,Niki B.,5,"Holy moly was this place fantastic. Let's just say that when our food was delivered, two passerby's immediately sat down to dine upon seeing the plates of...",2020-09-09
MphfKkYFEe0BDQ6hZ0A5fA,Amanda T.,5,"LOVED this restaurant!
It was outstanding in all areas, from outdoor aesthetic, safety precautions, food & service. We had a reservation and some of our...",2020-10-11
1mp7uP6Kz_Zz4UClVfnjFQ,Frances O.,5,"Super easy going, friendly neighborhood gem. Great prices/ quality and service also bonus a free limoncello shot when the bill comes. Pick up and delivery...",2021-01-14
1mp7uP6Kz_Zz4UClVfnjFQ,Leslie Z.,5,One of my favorite places in Brooklyn that I've been patronizing since the pre-pandemic days. This place is near and dear to my heart. They have daily...,2020-08-02
1mp7uP6Kz_Zz4UClVfnjFQ,Bergen F.,5,"You're hungry.

You're thinking Italian.

You're thinking Italian done by Italians.

And then you're thinking, ""Where am I going to find delicious Italian...",2020-03-28
1ZKbUeFAs0ltSnAYq4ELKw,Julio D.,5,Me and my cousin come often here located on Ditmars ave and 31 st the place inside very cozy with deem light makes for a romantic dinner  to take your love...,2020-09-22
1ZKbUeFAs0ltSnAYq4ELKw,Iryna S.,5,Great experience! You can see its a neighborhood spot! The manager and the waiters are always checking on the tables. Food was delicious! Many restaurants'...,2020-12-12
1ZKbUeFAs0ltSnAYq4ELKw,D. S.,5,We visited Trattoria L'Incontro this past Saturday to celebrate my husband's birthday. The food and service were wonderful and management has done...,2020-11-02
M4pCWzdBCkp2g_d834a7Hw,Mahsa N.,4,"If you're looking for a great thin crust pizza, this is it! We came to this place in the Lower East Side during COVID times and the place was great with...",2020-11-05
M4pCWzdBCkp2g_d834a7Hw,Betty M.,4,Went during Covid for dinner after work. The outdoor seating is lovely! Really yummy pizza and wine,2020-09-11
M4pCWzdBCkp2g_d834a7Hw,Andrew M.,5,"So good! Great outdoor dining experience given Covid, perfect for my friend's birthday. Pizza is great, calamari is amazing!",2021-01-30
aJJlY5xvqS180wtRIHEWqA,Sharon K.,5,It was very disappointing to see how the tables were right next to each other and there wasn't any space between different groups. You couldn't even get out...,2020-05-26
aJJlY5xvqS180wtRIHEWqA,Shivani G.,3,"Not the best service, but not bad food. I came here for a socially distanced dinner with friends last Saturday night and we sat outside in their cute patio...",2020-10-15
aJJlY5xvqS180wtRIHEWqA,Sara S.,2,What happened to Cotenna? I remembered my meal here fondly so I didn't hesitate to make reservations for my best friend's birthday. We were able to book...,2019-06-21
MOwB9YYd-Ko6nVgSB-ltQw,Elizabeth E.,5,One of my favorite places to go before a show on Broadway.  Very intimate (cozy) with great food.  You're either at the bar on in the first room or at the...,2020-06-09
